doctor_id,department,doctor_avg_consult_minutes,day_of_week,hour_of_day,queue_length_ahead,patient_type,wait_time_minutes
DOC3,Orthopedics,20,Friday,17,2,normal,75.94
DOC3,Orthopedics,20,Saturday,16,3,normal,78.18
DOC6,General Medicine,10,Sunday,11,3,normal,44.48
DOC1,Cardiology,15,Monday,14,3,normal,61.04
DOC3,Orthopedics,20,Thursday,10,5,normal,166.65
DOC6,General Medicine,10,Monday,19,4,normal,57.28
DOC6,General Medicine,10,Tuesday,17,3,normal,51.93
DOC1,Cardiology,15,Thursday,18,5,emergency,5.29
DOC6,General Medicine,10,Tuesday,10,7,normal,115.13
DOC6,General Medicine,10,Monday,19,3,normal,49.6
DOC4,Pediatrics,12,Monday,13,6,normal,91.98
DOC3,Orthopedics,20,Wednesday,19,5,normal,105.8
DOC5,Dermatology,8,Sunday,10,5,emergency,6.85
DOC5,Dermatology,8,Wednesday,18,3,normal,46.41
DOC1,Cardiology,15,Sunday,13,5,normal,55.43
DOC4,Pediatrics,12,Monday,13,0,emergency,4.85
DOC1,Cardiology,15,Monday,19,6,normal,127.31
DOC6,General Medicine,10,Friday,16,4,normal,58.88
DOC5,Dermatology,8,Sunday,14,8,normal,41.49
DOC5,Dermatology,8,Thursday,18,1,normal,21.02
DOC1,Cardiology,15,Saturday,12,7,emergency,4.48
DOC4,Pediatrics,12,Saturday,18,7,normal,85.87
DOC2,General Medicine,10,Friday,16,2,normal,40.29
DOC3,Orthopedics,20,Sunday,14,4,normal,52.76
DOC3,Orthopedics,20,Wednesday,14,3,normal,62.83
DOC6,General Medicine,10,Sunday,12,3,normal,26.39
DOC4,Pediatrics,12,Tuesday,19,3,normal,41.55
DOC1,Cardiology,15,Friday,11,2,normal,61.22
DOC3,Orthopedics,20,Sunday,16,3,normal,71.95
DOC4,Pediatrics,12,Thursday,16,3,normal,60.51
DOC3,Orthopedics,20,Tuesday,18,4,emergency,3.63
DOC1,Cardiology,15,Monday,16,3,normal,101.32
DOC5,Dermatology,8,Friday,9,10,normal,120.28
DOC1,Cardiology,15,Monday,15,7,normal,200.11
DOC5,Dermatology,8,Tuesday,12,4,emergency,1.67
DOC6,General Medicine,10,Friday,13,5,normal,52.36
DOC6,General Medicine,10,Tuesday,12,3,normal,31.78
DOC2,General Medicine,10,Thursday,19,1,normal,19.03
DOC6,General Medicine,10,Sunday,9,4,normal,46.65
DOC3,Orthopedics,20,Thursday,11,2,normal,86.14
DOC5,Dermatology,8,Tuesday,16,3,normal,43.66
DOC1,Cardiology,15,Wednesday,10,4,normal,103.81
DOC5,Dermatology,8,Friday,13,0,normal,6.08
DOC5,Dermatology,8,Monday,14,3,normal,32.45
DOC6,General Medicine,10,Wednesday,11,3,normal,57.91
DOC2,General Medicine,10,Friday,9,4,normal,66.92
DOC2,General Medicine,10,Tuesday,17,7,normal,105.69
DOC6,General Medicine,10,Friday,15,1,normal,24.7
DOC6,General Medicine,10,Thursday,9,4,normal,70.55
DOC5,Dermatology,8,Sunday,13,2,normal,10.07
DOC1,Cardiology,15,Sunday,10,7,normal,117.43
DOC5,Dermatology,8,Tuesday,15,9,normal,103.76
DOC5,Dermatology,8,Monday,18,6,normal,98.05
DOC2,General Medicine,10,Thursday,11,6,emergency,7.27
DOC2,General Medicine,10,Wednesday,16,6,normal,89.66
DOC6,General Medicine,10,Wednesday,12,2,normal,24.21
DOC1,Cardiology,15,Tuesday,16,2,normal,62.91
DOC6,General Medicine,10,Sunday,14,8,normal,50.2
DOC3,Orthopedics,20,Sunday,16,5,normal,105.42
DOC6,General Medicine,10,Wednesday,9,3,normal,56.15
DOC1,Cardiology,15,Saturday,17,3,emergency,5.75
DOC3,Orthopedics,20,Monday,11,2,normal,106.1
DOC6,General Medicine,10,Sunday,16,3,emergency,2.28
DOC1,Cardiology,15,Monday,16,10,normal,286.16
DOC4,Pediatrics,12,Sunday,10,1,normal,19.86
DOC4,Pediatrics,12,Wednesday,10,4,normal,80.54
DOC4,Pediatrics,12,Saturday,12,2,normal,14.49
DOC4,Pediatrics,12,Saturday,11,7,normal,95.68
DOC4,Pediatrics,12,Saturday,15,3,normal,40.0
DOC6,General Medicine,10,Saturday,9,2,normal,30.61
DOC6,General Medicine,10,Tuesday,9,7,normal,107.43
DOC2,General Medicine,10,Tuesday,14,2,normal,18.14
DOC6,General Medicine,10,Thursday,10,5,normal,86.36
DOC3,Orthopedics,20,Monday,11,7,normal,291.01
DOC5,Dermatology,8,Tuesday,11,2,normal,33.23
DOC5,Dermatology,8,Sunday,12,5,normal,27.29
DOC1,Cardiology,15,Sunday,12,6,normal,58.77
DOC4,Pediatrics,12,Wednesday,11,3,normal,63.93
DOC1,Cardiology,15,Thursday,14,6,emergency,4.43
DOC3,Orthopedics,20,Saturday,11,3,normal,81.27
DOC1,Cardiology,15,Sunday,11,8,normal,135.99
DOC2,General Medicine,10,Thursday,18,6,normal,88.88
DOC4,Pediatrics,12,Tuesday,11,4,normal,83.83
DOC4,Pediatrics,12,Thursday,14,2,normal,29.2
DOC3,Orthopedics,20,Tuesday,12,4,normal,79.76
DOC5,Dermatology,8,Friday,15,6,normal,71.8
DOC1,Cardiology,15,Monday,16,4,normal,128.87
DOC2,General Medicine,10,Monday,13,3,normal,43.93
DOC2,General Medicine,10,Tuesday,16,8,normal,117.47
DOC2,General Medicine,10,Friday,12,1,normal,16.96
DOC3,Orthopedics,20,Saturday,9,3,normal,76.04
DOC6,General Medicine,10,Saturday,15,1,normal,15.03
DOC6,General Medicine,10,Thursday,15,3,normal,48.14
DOC4,Pediatrics,12,Sunday,10,3,normal,46.1
DOC5,Dermatology,8,Tuesday,13,1,normal,14.39
DOC2,General Medicine,10,Saturday,17,6,normal,70.9
DOC6,General Medicine,10,Saturday,18,4,normal,40.49
DOC2,General Medicine,10,Monday,15,4,normal,86.64
DOC4,Pediatrics,12,Sunday,12,3,normal,24.81
DOC6,General Medicine,10,Thursday,18,2,normal,38.67
DOC6,General Medicine,10,Sunday,17,7,normal,78.78
DOC6,General Medicine,10,Tuesday,13,1,normal,17.33
DOC6,General Medicine,10,Thursday,16,3,normal,51.32
DOC3,Orthopedics,20,Sunday,19,4,normal,64.95
DOC5,Dermatology,8,Saturday,13,5,normal,27.57
DOC4,Pediatrics,12,Friday,12,2,normal,28.17
DOC6,General Medicine,10,Tuesday,17,1,normal,22.15
DOC5,Dermatology,8,Wednesday,14,3,normal,22.34
DOC3,Orthopedics,20,Tuesday,10,5,emergency,5.5
DOC1,Cardiology,15,Saturday,13,4,normal,43.42
DOC5,Dermatology,8,Monday,18,5,emergency,6.94
DOC1,Cardiology,15,Saturday,15,5,normal,78.55
DOC2,General Medicine,10,Thursday,10,4,normal,67.08
DOC1,Cardiology,15,Friday,14,6,normal,79.56
DOC1,Cardiology,15,Wednesday,9,4,normal,103.26
DOC6,General Medicine,10,Tuesday,11,5,normal,81.43
DOC4,Pediatrics,12,Tuesday,18,4,normal,77.84
DOC1,Cardiology,15,Saturday,16,5,normal,79.74
DOC4,Pediatrics,12,Friday,14,3,normal,37.81
DOC6,General Medicine,10,Saturday,19,4,normal,30.82
DOC6,General Medicine,10,Tuesday,17,10,normal,142.28
DOC3,Orthopedics,20,Sunday,15,8,normal,162.5
DOC4,Pediatrics,12,Friday,16,4,normal,76.78
DOC1,Cardiology,15,Monday,19,4,normal,87.27
DOC6,General Medicine,10,Thursday,15,4,normal,67.66
DOC6,General Medicine,10,Friday,13,5,normal,47.13
DOC4,Pediatrics,12,Friday,13,1,normal,10.75
DOC1,Cardiology,15,Monday,11,3,normal,106.87
DOC4,Pediatrics,12,Saturday,11,4,normal,57.27
DOC2,General Medicine,10,Wednesday,18,5,normal,82.28
DOC2,General Medicine,10,Sunday,11,5,normal,59.63
DOC6,General Medicine,10,Monday,14,4,normal,48.3
DOC6,General Medicine,10,Saturday,19,2,normal,22.33
DOC2,General Medicine,10,Tuesday,17,8,normal,112.27
DOC6,General Medicine,10,Friday,16,2,normal,42.71
DOC2,General Medicine,10,Tuesday,12,3,normal,28.13
DOC3,Orthopedics,20,Monday,16,7,normal,272.56
DOC3,Orthopedics,20,Friday,10,4,normal,139.52
DOC6,General Medicine,10,Monday,10,0,normal,13.83
DOC1,Cardiology,15,Thursday,14,6,normal,90.31
DOC4,Pediatrics,12,Friday,19,4,normal,55.04
DOC5,Dermatology,8,Monday,18,4,normal,71.94
DOC2,General Medicine,10,Thursday,16,4,normal,66.31
DOC5,Dermatology,8,Saturday,9,3,normal,32.71
DOC5,Dermatology,8,Monday,9,5,normal,88.69
DOC3,Orthopedics,20,Sunday,9,5,normal,122.48
DOC3,Orthopedics,20,Sunday,19,6,normal,87.16
DOC6,General Medicine,10,Friday,13,3,normal,33.32
DOC3,Orthopedics,20,Sunday,15,4,normal,89.5
DOC4,Pediatrics,12,Thursday,17,4,normal,79.6
DOC1,Cardiology,15,Saturday,16,2,emergency,2.55
DOC5,Dermatology,8,Saturday,14,1,normal,9.36
DOC2,General Medicine,10,Tuesday,9,1,emergency,5.6
DOC2,General Medicine,10,Friday,15,3,normal,47.03
DOC5,Dermatology,8,Thursday,16,3,normal,39.35
DOC3,Orthopedics,20,Saturday,17,8,normal,161.37
DOC1,Cardiology,15,Sunday,14,6,normal,56.38
DOC6,General Medicine,10,Sunday,13,3,normal,27.78
DOC3,Orthopedics,20,Thursday,16,4,normal,130.0
DOC5,Dermatology,8,Saturday,18,5,normal,43.78
DOC6,General Medicine,10,Sunday,19,5,normal,45.98
DOC1,Cardiology,15,Saturday,9,3,normal,55.14
DOC4,Pediatrics,12,Saturday,12,1,normal,14.74
DOC1,Cardiology,15,Monday,13,4,emergency,1.79
DOC3,Orthopedics,20,Monday,19,6,normal,160.42
DOC4,Pediatrics,12,Tuesday,19,7,emergency,3.16
DOC1,Cardiology,15,Wednesday,11,1,normal,46.07
DOC5,Dermatology,8,Monday,15,6,normal,97.3
DOC2,General Medicine,10,Thursday,19,3,normal,39.26
DOC4,Pediatrics,12,Tuesday,16,2,normal,41.25
DOC1,Cardiology,15,Sunday,12,3,normal,31.13
DOC2,General Medicine,10,Monday,13,7,normal,81.49
DOC2,General Medicine,10,Sunday,11,3,normal,40.39
DOC2,General Medicine,10,Wednesday,10,3,emergency,4.14
DOC1,Cardiology,15,Wednesday,10,4,normal,103.51
DOC4,Pediatrics,12,Tuesday,9,8,normal,151.42
DOC6,General Medicine,10,Friday,19,9,normal,91.03
DOC2,General Medicine,10,Monday,18,6,normal,116.36
DOC6,General Medicine,10,Friday,10,3,normal,51.26
DOC4,Pediatrics,12,Thursday,16,4,normal,74.43
DOC4,Pediatrics,12,Monday,11,3,normal,89.65
DOC3,Orthopedics,20,Sunday,13,2,normal,36.42
DOC1,Cardiology,15,Wednesday,16,5,normal,109.43
DOC1,Cardiology,15,Sunday,13,2,normal,24.3
DOC4,Pediatrics,12,Wednesday,9,2,normal,49.72
DOC2,General Medicine,10,Thursday,17,2,emergency,4.3
DOC6,General Medicine,10,Saturday,11,11,normal,118.36
DOC5,Dermatology,8,Thursday,17,3,normal,43.06
DOC5,Dermatology,8,Monday,13,5,normal,52.9
DOC1,Cardiology,15,Thursday,17,3,emergency,5.9
DOC3,Orthopedics,20,Saturday,19,5,normal,75.31
DOC2,General Medicine,10,Saturday,9,5,normal,61.23
DOC2,General Medicine,10,Sunday,12,3,normal,25.57
DOC1,Cardiology,15,Monday,13,5,normal,89.27
DOC3,Orthopedics,20,Sunday,19,3,normal,49.17
DOC1,Cardiology,15,Thursday,18,2,normal,50.83
DOC6,General Medicine,10,Monday,17,3,normal,61.61
DOC1,Cardiology,15,Wednesday,17,3,emergency,4.22
DOC4,Pediatrics,12,Wednesday,18,6,normal,111.19
DOC6,General Medicine,10,Saturday,14,5,normal,34.28
DOC6,General Medicine,10,Monday,16,5,normal,99.36
DOC5,Dermatology,8,Sunday,17,5,normal,46.37
DOC1,Cardiology,15,Wednesday,14,3,normal,48.86
DOC5,Dermatology,8,Tuesday,10,7,normal,88.68
DOC2,General Medicine,10,Sunday,15,3,normal,33.79
DOC2,General Medicine,10,Friday,16,2,normal,38.0
DOC2,General Medicine,10,Tuesday,10,4,normal,70.67
DOC2,General Medicine,10,Saturday,9,2,normal,27.66
DOC1,Cardiology,15,Wednesday,11,1,normal,42.15
DOC4,Pediatrics,12,Friday,17,3,normal,58.71
DOC2,General Medicine,10,Monday,18,4,normal,80.73
DOC1,Cardiology,15,Sunday,15,8,normal,123.4
DOC2,General Medicine,10,Saturday,9,4,normal,50.52
DOC1,Cardiology,15,Saturday,10,0,normal,10.84
DOC4,Pediatrics,12,Tuesday,16,4,normal,76.87
DOC5,Dermatology,8,Friday,9,1,normal,26.2
DOC6,General Medicine,10,Tuesday,9,5,normal,84.93
DOC3,Orthopedics,20,Monday,14,7,normal,168.03
DOC1,Cardiology,15,Thursday,13,4,normal,61.36
DOC4,Pediatrics,12,Friday,15,4,normal,77.2
DOC3,Orthopedics,20,Monday,17,2,normal,95.56
DOC3,Orthopedics,20,Sunday,9,6,normal,136.93
DOC2,General Medicine,10,Friday,15,2,normal,36.33
DOC5,Dermatology,8,Saturday,15,3,normal,27.74
DOC3,Orthopedics,20,Monday,19,7,normal,187.25
DOC2,General Medicine,10,Wednesday,17,0,normal,12.77
DOC3,Orthopedics,20,Wednesday,17,7,normal,210.05
DOC1,Cardiology,15,Wednesday,15,9,normal,198.13
DOC4,Pediatrics,12,Thursday,18,7,normal,126.04
DOC5,Dermatology,8,Friday,12,4,normal,31.91
DOC4,Pediatrics,12,Tuesday,9,4,emergency,6.51
DOC3,Orthopedics,20,Tuesday,19,3,normal,69.82
DOC1,Cardiology,15,Wednesday,14,5,normal,72.44
DOC3,Orthopedics,20,Monday,14,5,normal,123.11
DOC3,Orthopedics,20,Wednesday,19,5,normal,109.61
DOC4,Pediatrics,12,Saturday,18,6,normal,73.58
DOC1,Cardiology,15,Tuesday,14,3,normal,49.1
DOC4,Pediatrics,12,Friday,9,4,normal,91.61
DOC1,Cardiology,15,Saturday,19,2,normal,30.44
DOC2,General Medicine,10,Saturday,16,4,normal,43.22
DOC2,General Medicine,10,Friday,18,6,normal,90.51
DOC3,Orthopedics,20,Monday,16,5,emergency,3.39
DOC6,General Medicine,10,Monday,18,2,normal,54.75
DOC5,Dermatology,8,Thursday,14,2,normal,23.81
DOC1,Cardiology,15,Wednesday,18,4,normal,95.46
DOC4,Pediatrics,12,Monday,15,5,normal,126.14
DOC1,Cardiology,15,Friday,11,7,normal,170.27
DOC5,Dermatology,8,Tuesday,12,6,normal,39.63
DOC6,General Medicine,10,Thursday,14,5,normal,47.98
DOC5,Dermatology,8,Sunday,13,5,normal,30.28
DOC5,Dermatology,8,Sunday,16,2,emergency,5.49
DOC5,Dermatology,8,Saturday,9,4,normal,33.86
DOC5,Dermatology,8,Thursday,11,4,normal,56.02
DOC5,Dermatology,8,Tuesday,14,5,normal,39.79
DOC4,Pediatrics,12,Tuesday,16,1,emergency,1.02
DOC3,Orthopedics,20,Thursday,9,3,normal,112.09
DOC3,Orthopedics,20,Saturday,16,6,normal,124.04
DOC4,Pediatrics,12,Tuesday,12,3,normal,36.2
DOC1,Cardiology,15,Tuesday,12,1,normal,18.72
DOC6,General Medicine,10,Friday,15,7,normal,106.6
DOC1,Cardiology,15,Tuesday,11,2,normal,61.75
DOC1,Cardiology,15,Friday,12,5,normal,71.75
DOC2,General Medicine,10,Saturday,14,5,normal,30.98
DOC2,General Medicine,10,Tuesday,14,1,normal,14.65
DOC1,Cardiology,15,Tuesday,10,5,normal,127.83
DOC4,Pediatrics,12,Tuesday,14,6,normal,68.24
DOC5,Dermatology,8,Sunday,9,6,normal,54.95
DOC6,General Medicine,10,Saturday,18,7,normal,70.41
DOC5,Dermatology,8,Sunday,13,1,normal,11.54
DOC3,Orthopedics,20,Saturday,17,8,normal,162.53
DOC2,General Medicine,10,Saturday,17,4,normal,48.62
DOC1,Cardiology,15,Tuesday,12,4,emergency,4.6
DOC6,General Medicine,10,Friday,17,1,normal,28.6
DOC2,General Medicine,10,Saturday,18,8,normal,79.13
DOC1,Cardiology,15,Tuesday,18,1,normal,40.51
DOC2,General Medicine,10,Tuesday,19,3,normal,31.13
DOC2,General Medicine,10,Thursday,17,1,normal,25.83
DOC6,General Medicine,10,Friday,10,7,normal,108.52
DOC4,Pediatrics,12,Wednesday,15,2,emergency,3.63
DOC6,General Medicine,10,Tuesday,19,3,normal,39.33
DOC4,Pediatrics,12,Monday,12,5,normal,73.02
DOC4,Pediatrics,12,Thursday,17,6,normal,105.2
DOC3,Orthopedics,20,Tuesday,15,4,normal,130.38
DOC2,General Medicine,10,Monday,10,5,emergency,2.57
DOC2,General Medicine,10,Monday,12,7,normal,83.64
DOC1,Cardiology,15,Saturday,18,6,normal,94.27
DOC2,General Medicine,10,Thursday,14,3,normal,35.48
DOC3,Orthopedics,20,Friday,17,6,normal,186.09
DOC3,Orthopedics,20,Friday,15,2,normal,73.62
DOC3,Orthopedics,20,Thursday,17,4,emergency,6.36
DOC4,Pediatrics,12,Thursday,14,6,normal,64.27
DOC6,General Medicine,10,Monday,12,6,normal,75.73
DOC5,Dermatology,8,Saturday,14,3,normal,13.52
DOC1,Cardiology,15,Friday,10,3,emergency,1.69
DOC3,Orthopedics,20,Wednesday,17,6,emergency,5.2
DOC2,General Medicine,10,Monday,11,3,normal,73.15
DOC6,General Medicine,10,Friday,16,9,normal,132.6
DOC4,Pediatrics,12,Friday,9,2,normal,52.67
DOC3,Orthopedics,20,Saturday,10,1,normal,38.36
DOC2,General Medicine,10,Sunday,15,7,emergency,5.77
DOC1,Cardiology,15,Tuesday,11,5,normal,129.29
DOC5,Dermatology,8,Saturday,17,6,normal,50.48
DOC5,Dermatology,8,Saturday,19,6,normal,35.34
DOC4,Pediatrics,12,Saturday,12,2,normal,21.91
DOC4,Pediatrics,12,Monday,9,1,normal,39.93
DOC6,General Medicine,10,Wednesday,12,0,normal,10.36
DOC3,Orthopedics,20,Tuesday,9,2,normal,92.32
DOC5,Dermatology,8,Sunday,10,2,normal,18.32
DOC4,Pediatrics,12,Tuesday,12,2,emergency,3.34
DOC5,Dermatology,8,Saturday,9,3,normal,28.11
DOC2,General Medicine,10,Saturday,12,0,normal,7.84
DOC3,Orthopedics,20,Friday,10,3,normal,110.8
DOC2,General Medicine,10,Wednesday,9,8,normal,125.15
DOC1,Cardiology,15,Wednesday,19,10,normal,149.81
DOC4,Pediatrics,12,Tuesday,18,3,normal,61.03
DOC3,Orthopedics,20,Saturday,9,1,normal,36.2
DOC3,Orthopedics,20,Tuesday,9,4,normal,141.57
DOC6,General Medicine,10,Sunday,19,6,normal,41.46
DOC6,General Medicine,10,Tuesday,11,1,normal,31.9
DOC2,General Medicine,10,Thursday,11,2,normal,35.09
DOC3,Orthopedics,20,Tuesday,12,2,normal,47.67
DOC1,Cardiology,15,Monday,18,2,normal,76.84
DOC2,General Medicine,10,Sunday,19,4,normal,29.32
DOC4,Pediatrics,12,Monday,14,8,normal,112.69
DOC5,Dermatology,8,Friday,19,8,normal,66.15
DOC3,Orthopedics,20,Tuesday,15,3,normal,105.24
DOC1,Cardiology,15,Saturday,12,3,normal,32.48
DOC1,Cardiology,15,Tuesday,13,4,normal,56.74
DOC2,General Medicine,10,Wednesday,19,1,normal,19.44
DOC3,Orthopedics,20,Saturday,11,5,normal,115.52
DOC3,Orthopedics,20,Saturday,13,3,normal,47.86
DOC1,Cardiology,15,Tuesday,19,9,normal,136.6
DOC5,Dermatology,8,Wednesday,17,1,emergency,3.72
DOC3,Orthopedics,20,Tuesday,19,3,normal,69.88
DOC1,Cardiology,15,Monday,17,3,normal,104.58
DOC1,Cardiology,15,Sunday,13,7,normal,70.81
DOC1,Cardiology,15,Tuesday,9,1,normal,46.11
DOC1,Cardiology,15,Tuesday,12,6,normal,82.8
DOC4,Pediatrics,12,Thursday,13,7,normal,79.91
DOC3,Orthopedics,20,Wednesday,18,8,normal,225.47
DOC2,General Medicine,10,Saturday,9,5,normal,59.36
DOC4,Pediatrics,12,Sunday,10,2,normal,37.18
DOC3,Orthopedics,20,Sunday,9,5,normal,123.83
DOC1,Cardiology,15,Friday,17,1,normal,38.31
DOC6,General Medicine,10,Wednesday,9,4,normal,71.67
DOC6,General Medicine,10,Wednesday,17,3,normal,55.39
DOC6,General Medicine,10,Thursday,10,5,normal,76.9
DOC4,Pediatrics,12,Friday,19,3,normal,43.52
DOC2,General Medicine,10,Tuesday,10,2,normal,41.32
DOC2,General Medicine,10,Thursday,17,6,normal,94.65
DOC2,General Medicine,10,Sunday,11,3,normal,37.44
DOC4,Pediatrics,12,Friday,10,5,normal,102.68
DOC3,Orthopedics,20,Saturday,11,5,normal,125.48
DOC5,Dermatology,8,Monday,14,5,normal,49.41
DOC5,Dermatology,8,Sunday,18,2,normal,19.76
DOC4,Pediatrics,12,Thursday,17,5,normal,94.01
DOC6,General Medicine,10,Friday,13,6,normal,57.99
DOC2,General Medicine,10,Thursday,13,1,normal,19.1
DOC4,Pediatrics,12,Tuesday,12,5,normal,60.89
DOC5,Dermatology,8,Thursday,13,2,normal,16.6
DOC6,General Medicine,10,Saturday,9,2,normal,29.49
DOC6,General Medicine,10,Sunday,17,3,normal,36.6
DOC5,Dermatology,8,Saturday,10,4,normal,38.76
DOC4,Pediatrics,12,Sunday,19,5,normal,44.54
DOC3,Orthopedics,20,Thursday,19,6,normal,127.08
DOC1,Cardiology,15,Thursday,12,2,normal,39.07
DOC4,Pediatrics,12,Friday,16,5,normal,94.44
DOC4,Pediatrics,12,Wednesday,19,2,normal,36.2
DOC5,Dermatology,8,Wednesday,14,8,normal,54.63
DOC1,Cardiology,15,Thursday,14,1,normal,22.6
DOC6,General Medicine,10,Tuesday,19,4,normal,46.12
DOC6,General Medicine,10,Monday,13,7,normal,81.67
DOC3,Orthopedics,20,Friday,12,8,normal,145.87
DOC5,Dermatology,8,Wednesday,19,5,normal,46.08
DOC2,General Medicine,10,Monday,13,0,normal,12.15
DOC1,Cardiology,15,Friday,15,2,normal,57.52
DOC4,Pediatrics,12,Tuesday,15,4,normal,78.89
DOC2,General Medicine,10,Monday,18,5,normal,107.65
DOC6,General Medicine,10,Thursday,12,5,normal,50.54
DOC4,Pediatrics,12,Friday,13,5,emergency,4.12
DOC6,General Medicine,10,Tuesday,19,5,normal,54.43
DOC1,Cardiology,15,Monday,14,3,normal,59.96
DOC4,Pediatrics,12,Monday,12,4,normal,64.49
DOC1,Cardiology,15,Thursday,18,9,normal,191.68
DOC4,Pediatrics,12,Thursday,13,4,normal,52.31
DOC4,Pediatrics,12,Friday,17,0,normal,17.82
DOC5,Dermatology,8,Friday,17,3,normal,41.73
DOC5,Dermatology,8,Wednesday,18,2,normal,31.42
DOC4,Pediatrics,12,Wednesday,12,2,emergency,4.5
DOC2,General Medicine,10,Wednesday,16,4,normal,62.89
DOC3,Orthopedics,20,Wednesday,16,5,normal,158.13
DOC5,Dermatology,8,Saturday,15,10,normal,74.41
DOC3,Orthopedics,20,Friday,11,2,normal,84.25
DOC2,General Medicine,10,Sunday,19,6,normal,44.08
DOC6,General Medicine,10,Saturday,17,2,normal,28.06
DOC2,General Medicine,10,Monday,19,0,normal,16.23
DOC5,Dermatology,8,Friday,10,7,normal,88.31
DOC6,General Medicine,10,Tuesday,9,2,emergency,2.28
DOC4,Pediatrics,12,Sunday,13,2,normal,20.47
DOC2,General Medicine,10,Friday,10,2,normal,41.57
DOC6,General Medicine,10,Friday,13,3,normal,31.52
DOC3,Orthopedics,20,Thursday,15,1,normal,55.16
DOC2,General Medicine,10,Saturday,13,4,normal,32.43
DOC1,Cardiology,15,Wednesday,11,2,normal,65.16
DOC2,General Medicine,10,Monday,17,3,normal,70.66
DOC2,General Medicine,10,Saturday,14,4,normal,27.93
DOC3,Orthopedics,20,Tuesday,9,6,normal,199.42
DOC1,Cardiology,15,Tuesday,10,4,normal,105.87
DOC1,Cardiology,15,Saturday,16,2,normal,33.87
DOC6,General Medicine,10,Tuesday,18,3,normal,47.85
DOC2,General Medicine,10,Monday,9,2,normal,55.98
DOC3,Orthopedics,20,Saturday,9,7,normal,155.25
DOC6,General Medicine,10,Wednesday,18,0,normal,13.88
DOC6,General Medicine,10,Sunday,14,4,normal,26.76
DOC5,Dermatology,8,Thursday,14,3,normal,30.15
DOC1,Cardiology,15,Tuesday,13,4,normal,62.76
DOC4,Pediatrics,12,Tuesday,13,7,normal,70.8
DOC1,Cardiology,15,Wednesday,11,6,emergency,4.7
DOC6,General Medicine,10,Saturday,10,6,normal,62.01
DOC1,Cardiology,15,Wednesday,12,5,normal,72.04
DOC3,Orthopedics,20,Friday,14,2,normal,48.99
DOC2,General Medicine,10,Wednesday,10,5,normal,84.2
DOC4,Pediatrics,12,Friday,19,2,normal,25.27
DOC5,Dermatology,8,Saturday,12,1,normal,11.06
DOC1,Cardiology,15,Saturday,15,3,normal,49.37
DOC2,General Medicine,10,Saturday,19,2,normal,20.01
DOC6,General Medicine,10,Wednesday,16,6,normal,84.37
DOC5,Dermatology,8,Sunday,12,2,normal,9.43
DOC5,Dermatology,8,Monday,13,2,normal,23.05
DOC4,Pediatrics,12,Wednesday,16,5,normal,94.12
DOC5,Dermatology,8,Wednesday,17,2,normal,34.77
DOC3,Orthopedics,20,Monday,12,6,normal,143.18
DOC2,General Medicine,10,Sunday,12,5,normal,34.73
DOC6,General Medicine,10,Monday,15,4,normal,83.89
DOC5,Dermatology,8,Friday,13,4,normal,36.71
DOC2,General Medicine,10,Saturday,12,7,normal,42.28
DOC1,Cardiology,15,Monday,9,6,normal,191.79
DOC5,Dermatology,8,Saturday,18,2,normal,18.75
DOC5,Dermatology,8,Sunday,10,3,normal,36.48
DOC1,Cardiology,15,Tuesday,13,4,normal,67.55
DOC1,Cardiology,15,Tuesday,12,6,emergency,5.26
DOC2,General Medicine,10,Wednesday,10,3,normal,55.27
DOC3,Orthopedics,20,Monday,14,6,normal,147.04
DOC2,General Medicine,10,Sunday,11,3,normal,40.65
DOC1,Cardiology,15,Monday,15,6,normal,175.92
DOC3,Orthopedics,20,Tuesday,12,1,normal,33.93
DOC2,General Medicine,10,Friday,14,7,normal,61.99
DOC2,General Medicine,10,Wednesday,10,4,normal,76.34
DOC5,Dermatology,8,Friday,10,1,normal,20.53
DOC1,Cardiology,15,Saturday,10,3,normal,61.42
DOC6,General Medicine,10,Tuesday,18,5,normal,82.4
DOC4,Pediatrics,12,Monday,18,5,normal,130.57
DOC6,General Medicine,10,Wednesday,11,6,normal,100.99
DOC2,General Medicine,10,Monday,18,3,normal,69.81
DOC3,Orthopedics,20,Monday,13,3,normal,82.7
DOC3,Orthopedics,20,Sunday,13,2,normal,35.01
DOC1,Cardiology,15,Wednesday,18,3,normal,80.5
DOC1,Cardiology,15,Thursday,18,3,normal,78.68
DOC1,Cardiology,15,Friday,19,4,normal,73.0
DOC6,General Medicine,10,Thursday,12,2,normal,21.94
DOC6,General Medicine,10,Wednesday,9,8,normal,118.42
DOC6,General Medicine,10,Friday,17,0,normal,11.7
DOC5,Dermatology,8,Friday,11,3,emergency,3.96
DOC3,Orthopedics,20,Friday,13,3,normal,68.21
DOC6,General Medicine,10,Monday,11,3,normal,70.99
DOC3,Orthopedics,20,Thursday,9,6,normal,195.0
DOC5,Dermatology,8,Wednesday,10,3,normal,51.28
DOC2,General Medicine,10,Saturday,18,7,emergency,4.76
DOC1,Cardiology,15,Thursday,12,5,normal,71.59
DOC3,Orthopedics,20,Thursday,16,2,normal,79.38
DOC1,Cardiology,15,Saturday,17,3,normal,54.03
DOC4,Pediatrics,12,Monday,16,6,normal,136.98
